cve_id,cwe_id,source_file,raw_func,function_name,opt_level,vuln_bin_path,patch_bin_path
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/applications/mp4client/main.c,main,main,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/applications/mp4client/main.c,main,main,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/applications/mp4client/main.c,main,main,opt2,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/applications/mp4client/main.c,main,main,opt2,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/applications/mp4client/main.c,main,main,opt3,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/applications/mp4client/main.c,main,main,opt3,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/modules/ffmpeg_in/ffmpeg_demux.c,FFD_CanHandleURL,FFD_CanHandleURL,opt0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt0/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt0/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/modules/ffmpeg_in/ffmpeg_demux.c,FFD_CanHandleURL,FFD_CanHandleURL,opt0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt0/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt0/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/modules/ffmpeg_in/ffmpeg_demux.c,FFD_CanHandleURL,FFD_CanHandleURL,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/modules/ffmpeg_in/ffmpeg_demux.c,FFD_CanHandleURL,FFD_CanHandleURL,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/modules/ffmpeg_in/ffmpeg_demux.c,FFD_CanHandleURL,FFD_CanHandleURL,opt2,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/modules/ffmpeg_in/ffmpeg_demux.c,FFD_CanHandleURL,FFD_CanHandleURL,opt2,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/modules/ffmpeg_in/ffmpeg_demux.c,FFD_CanHandleURL,FFD_CanHandleURL,opt3,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/modules/ffmpeg_in/ffmpeg_demux.c,FFD_CanHandleURL,FFD_CanHandleURL,opt3,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/src/scene_manager/scene_manager.c,gf_sm_load_init,gf_sm_load_init,opt0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt0/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt0/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/src/scene_manager/scene_manager.c,gf_sm_load_init,gf_sm_load_init,opt0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt0/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt0/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/src/scene_manager/scene_manager.c,gf_sm_load_init,gf_sm_load_init,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/src/scene_manager/scene_manager.c,gf_sm_load_init,gf_sm_load_init,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt1/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/src/scene_manager/scene_manager.c,gf_sm_load_init,gf_sm_load_init,opt2,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/src/scene_manager/scene_manager.c,gf_sm_load_init,gf_sm_load_init,opt2,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt2/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/src/scene_manager/scene_manager.c,gf_sm_load_init,gf_sm_load_init,opt3,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4
CVE-2018-20761,CWE-119,ac-0.5.2-426-gc5ad4e4+dfsg5/src/scene_manager/scene_manager.c,gf_sm_load_init,gf_sm_load_init,opt3,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/vulnerable/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0,D:/BinPool_dataset/binpool_dataset/CVE-2018-20761/patch/opt3/debfiles/output_directory/bins/libgpac4_0.5.2-426-gc5ad4e4+dfsg5-4.1_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.4.5.0
CVE-2023-0866,CWE-122,ac-1.0.1+dfsg1/src/filters/reframe_adts.c,adts_dmx_process,adts_dmx_process,opt0,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/vulnerable/opt0/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/patch/opt0/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10
CVE-2023-0866,CWE-122,ac-1.0.1+dfsg1/src/filters/reframe_adts.c,adts_dmx_process,adts_dmx_process,opt0,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/vulnerable/opt0/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/patch/opt0/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0
CVE-2023-0866,CWE-122,ac-1.0.1+dfsg1/src/filters/reframe_adts.c,adts_dmx_process,adts_dmx_process,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/vulnerable/opt1/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/patch/opt1/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10
CVE-2023-0866,CWE-122,ac-1.0.1+dfsg1/src/filters/reframe_adts.c,adts_dmx_process,adts_dmx_process,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/vulnerable/opt1/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/patch/opt1/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0
CVE-2023-0866,CWE-122,ac-1.0.1+dfsg1/src/filters/reframe_adts.c,adts_dmx_process,adts_dmx_process,opt2,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/vulnerable/opt2/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/patch/opt2/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10
CVE-2023-0866,CWE-122,ac-1.0.1+dfsg1/src/filters/reframe_adts.c,adts_dmx_process,adts_dmx_process,opt2,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/vulnerable/opt2/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/patch/opt2/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0
CVE-2023-0866,CWE-122,ac-1.0.1+dfsg1/src/filters/reframe_adts.c,adts_dmx_process,adts_dmx_process,opt3,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/vulnerable/opt3/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/patch/opt3/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10
CVE-2023-0866,CWE-122,ac-1.0.1+dfsg1/src/filters/reframe_adts.c,adts_dmx_process,adts_dmx_process,opt3,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/vulnerable/opt3/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0,D:/BinPool_dataset/binpool_dataset/CVE-2023-0866/patch/opt3/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0
CVE-2022-47659,CWE-787,src/filters/reframe_latm.c,latm_dmx_process,latm_dmx_process,opt0,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/vulnerable/opt0/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/patch/opt0/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10
CVE-2022-47659,CWE-787,src/filters/reframe_latm.c,latm_dmx_process,latm_dmx_process,opt0,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/vulnerable/opt0/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/patch/opt0/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0
CVE-2022-47659,CWE-787,src/filters/reframe_latm.c,latm_dmx_process,latm_dmx_process,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/vulnerable/opt1/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/patch/opt1/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10
CVE-2022-47659,CWE-787,src/filters/reframe_latm.c,latm_dmx_process,latm_dmx_process,opt1,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/vulnerable/opt1/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/patch/opt1/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10.1.0
CVE-2022-47659,CWE-787,src/filters/reframe_latm.c,latm_dmx_process,latm_dmx_process,opt2,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/vulnerable/opt2/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10,D:/BinPool_dataset/binpool_dataset/CVE-2022-47659/patch/opt2/debfiles/output_directory/bins/libgpac10_1.0.1+dfsg1-4+deb11u2_amd64/usr/lib/x86_64-linux-gnu/libgpac.so.10
